id_ctzc;ecld_chefe_fmla;prfr_eqpt_csmr_menos_ee;dslg_tv_qund_n_esta_usdo;evita_eqpt_sb;porta_jnla_fcdo_usar_arcd;dslg_arcd_qund_fora_abte;evita_longo_banho_ce;usa_ce_posc_verao_ecnz_ee;evita_gldr_abta;n_guad_almt_qent_e_dstd_gldr;rglr_tmtt_gldr_cfrm_etac;n_seca_roupa_gldr;mntm_brch_gldr_bom_estd;usar_mdl_smnt_qund_cpcd_maxm;acml_roupa_pssr;dslg_fp_qund_encr_svco;usar_tmpr_idca_tcdo_fp;prfr_lmpd_led_frct;evita_ligar_lmpd_drte_dia;dslg_lmpd_abte_dcpd;elmn_pblm_itlc_eltc;rcbe_info_ecnz_ee;gtra_rcbr_info_ecnz_ee
7025;Médio completo/Superior incompleto;Nunca;Nunca;Sempre;;;;;Nunca;Nunca;Nunca;Sempre;Nunca;N/A;Nunca;Sempre;Sempre;Sempre;Nunca;Nunca;Nunca;Não;Sim
7026;Superior completo;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7027;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Não;Sim
7028;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
7029;Superior completo;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Normalmente;Normalmente;Normalmente;Não;Sim
7030;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
7031;Superior completo;Normalmente;Raramente;Raramente;;;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Raramente;Raramente;N/A;N/A;Raramente;Raramente;Sempre;Sempre;Raramente;Sempre;Não;Sim
7032;Analfabeto / Fundamental I incompleto;Sempre;Normalmente;Raramente;;;Nunca;Normalmente;Normalmente;Raramente;Sempre;Nunca;Nunca;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
7033;Analfabeto / Fundamental I incompleto;Normalmente;Normalmente;Raramente;;;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Nunca;Normalmente;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Sempre;Normalmente;Não sabe/não responde;Não
7034;Fundamental completo/Médio incompleto;Sempre;N/A;Raramente;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Nunca;Normalmente;Nunca;Nunca;N/A;N/A;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
7035;Analfabeto / Fundamental I incompleto;Normalmente;Sempre;Raramente;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Nunca;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Sim;
7036;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;N/A;N/A;N/A;N/A;Raramente;Raramente;Normalmente;Sempre;Sim;
7037;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;N/A;N/A;;;Normalmente;Normalmente;Raramente;Sempre;Sempre;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Raramente;Raramente;Sim;
7038;Superior completo;Sempre;Sempre;Normalmente;Normalmente;Normalmente;;;Normalmente;Sempre;Normalmente;Normalmente;Raramente;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Sempre;Não;Sim
7039;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;;;Raramente;Nunca;Nunca;Nunca;Raramente;N/A;Normalmente;Normalmente;Sempre;Raramente;Normalmente;Raramente;Sempre;Sim;
7040;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;;;Nunca;Nunca;Nunca;Nunca;Nunca;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
7041;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;;;Normalmente;Raramente;Raramente;Nunca;Raramente;N/A;N/A;N/A;N/A;Normalmente;Raramente;Raramente;Sempre;Não;Sim
7042;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;;;Raramente;Normalmente;Sempre;Sempre;Normalmente;Raramente;N/A;N/A;N/A;Sempre;Sempre;Normalmente;Raramente;Sim;
7043;Médio completo/Superior incompleto;Sempre;Raramente;Raramente;Sempre;Raramente;;;Normalmente;Normalmente;Normalmente;Sempre;Sempre;N/A;N/A;N/A;Nunca;Raramente;Sempre;Normalmente;Normalmente;Sim;
7044;Médio completo/Superior incompleto;Normalmente;Normalmente;Sempre;;;;;Raramente;Raramente;Nunca;Nunca;Sempre;Sempre;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
7045;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;N/A;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Não sabe/não responde
7046;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Não;Sim
7047;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Raramente;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sim;
7048;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
7049;Fundamental completo/Médio incompleto;Raramente;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Não;Sim
7050;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
7051;Fundamental completo/Médio incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
7052;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7053;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
7054;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sim;
7055;Superior completo;Sempre;Normalmente;Normalmente;;;;;Normalmente;Sempre;Normalmente;Raramente;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Sempre;Sim;
7056;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;;;Normalmente;Nunca;Nunca;Nunca;Nunca;Normalmente;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Sim;
7057;Superior completo;Sempre;Normalmente;Normalmente;Normalmente;Sempre;;;Raramente;Nunca;Nunca;Nunca;Nunca;Sempre;Raramente;Normalmente;Normalmente;Raramente;Nunca;Sempre;Normalmente;Não;Sim
7058;Superior completo;Normalmente;Normalmente;Sempre;Sempre;Sempre;;;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Raramente;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sim;
7059;Fundamental completo/Médio incompleto;Sempre;Normalmente;Sempre;;;;;Normalmente;Normalmente;Normalmente;Sempre;Sempre;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Normalmente;Sempre;Não;Não
7060;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Normalmente;Raramente;Normalmente;Sempre;N/A;Sempre;Normalmente;Normalmente;Sempre;Sempre;Normalmente;Sempre;Não;Sim
7061;Superior completo;Sempre;Raramente;Sempre;;;;;Normalmente;Normalmente;Raramente;Sempre;Sempre;N/A;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Normalmente;Sempre;Sim;
7062;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;;;Sempre;Normalmente;Normalmente;Raramente;Nunca;N/A;N/A;N/A;N/A;Raramente;Raramente;Normalmente;Normalmente;Sim;
7063;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
7064;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Não;Sim
7065;Médio completo/Superior incompleto;Normalmente;Sempre;Normalmente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
7066;Superior completo;Sempre;Sempre;Sempre;;;;;Raramente;Raramente;Normalmente;Normalmente;Raramente;N/A;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Normalmente;Não;Sim
7067;Médio completo/Superior incompleto;Normalmente;Normalmente;Sempre;N/A;N/A;;;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;N/A;N/A;N/A;Sempre;Raramente;Raramente;Sempre;Não;Sim
7068;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7069;Fundamental completo/Médio incompleto;Sempre;Raramente;Sempre;;;;;Sempre;Normalmente;Nunca;Raramente;Normalmente;Nunca;Nunca;Sempre;Nunca;Nunca;Sempre;Normalmente;Nunca;Sim;
7070;Fundamental I completo / Fundamental II incompleto;Sempre;Raramente;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não sabe/não responde
7071;Fundamental completo/Médio incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Raramente;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
7072;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Nunca;Normalmente;Raramente;Sempre;Sempre;Raramente;Sempre;Sempre;Normalmente;Normalmente;Sim;
7073;Médio completo/Superior incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Nunca;Nunca;Nunca;N/A;Raramente;Normalmente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
7074;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;;;Nunca;Nunca;Nunca;Nunca;Sempre;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Raramente;Nunca;Não;Não
7075;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;;;Normalmente;Normalmente;Raramente;Sempre;Sempre;N/A;Normalmente;Normalmente;Normalmente;Raramente;Nunca;Raramente;Normalmente;Não;Não
7076;Fundamental completo/Médio incompleto;Sempre;Normalmente;Normalmente;N/A;N/A;;;Normalmente;Normalmente;Raramente;Nunca;Nunca;N/A;N/A;N/A;N/A;Normalmente;Raramente;Sempre;Normalmente;Sim;
7077;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Normalmente;;;;;Normalmente;Normalmente;Sempre;Raramente;Sempre;N/A;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Não;Não
7078;Fundamental completo/Médio incompleto;Nunca;Sempre;Sempre;;;;;N/A;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;N/A;N/A;Raramente;Sempre;Sempre;Sempre;Não;Sim
7079;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
7080;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Nunca;Nunca;Nunca;Nunca;Nunca;Nunca;N/A;N/A;N/A;Nunca;Nunca;Sempre;Sim;
7081;Fundamental I completo / Fundamental II incompleto;Nunca;Normalmente;Normalmente;;;;;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Não sabe/não responde;Não
7082;Superior completo;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
7083;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;N/A;N/A;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
7084;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;;;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
7085;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;;;Sempre;Nunca;Sempre;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7086;Superior completo;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Não;Sim
7087;Analfabeto / Fundamental I incompleto;Normalmente;Sempre;Normalmente;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
7088;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7089;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Raramente;;;;;Sempre;Normalmente;Nunca;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sim;
7090;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;Nunca;N/A;Raramente;Raramente;Sempre;Normalmente;Sempre;Sempre;Não;Sim
7092;Fundamental completo/Médio incompleto;Sempre;Sempre;Nunca;;;;;Normalmente;Nunca;Nunca;Raramente;Sempre;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7093;Fundamental I completo / Fundamental II incompleto;Raramente;Sempre;Normalmente;;;;;Raramente;Nunca;Normalmente;Normalmente;Sempre;Nunca;Nunca;Sempre;Nunca;Sempre;Normalmente;Sempre;Nunca;Não;Sim
7094;Médio completo/Superior incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Normalmente;Raramente;Sempre;Sempre;N/A;N/A;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Não;Sim
7095;Fundamental completo/Médio incompleto;Normalmente;Sempre;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
7096;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Nunca;;;;;Raramente;Nunca;Normalmente;Raramente;Sempre;N/A;Nunca;Sempre;Normalmente;Raramente;Raramente;Raramente;Raramente;Não;Sim
7097;Fundamental completo/Médio incompleto;Sempre;Sempre;Raramente;;;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Nunca;Sempre;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Não
7098;Médio completo/Superior incompleto;Sempre;Normalmente;Nunca;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7099;Superior completo;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Sempre;Sim;
7100;Fundamental completo/Médio incompleto;Sempre;Sempre;Normalmente;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Raramente;Sempre;N/A;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Não;Sim
7101;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sim;
7102;Analfabeto / Fundamental I incompleto;Sempre;Normalmente;Sempre;;;;;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;Normalmente;Sempre;Normalmente;Sempre;Sempre;Sempre;Sim;
7103;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Nunca;Nunca;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
7104;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Normalmente;;;;;Sempre;Sempre;Nunca;Nunca;Sempre;N/A;Raramente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7105;Superior completo;Sempre;Normalmente;Sempre;Sempre;Normalmente;;;Raramente;Raramente;Normalmente;Normalmente;Raramente;Raramente;Nunca;Normalmente;Sempre;Normalmente;Raramente;Normalmente;Normalmente;Sim;
7106;Fundamental completo/Médio incompleto;Sempre;Normalmente;Normalmente;;;Sempre;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Raramente;Raramente;Raramente;Sempre;Sempre;Sempre;Sempre;Sim;
7107;Médio completo/Superior incompleto;Sempre;Normalmente;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Raramente;Nunca;Normalmente;Sempre;Sempre;Sempre;Sempre;Sim;
7108;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Raramente;Nunca;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
7109;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;N/A;N/A;N/A;N/A;Sempre;Sempre;Sempre;Sempre;Não;Sim
7110;Médio completo/Superior incompleto;Sempre;Sempre;Normalmente;;;;;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;N/A;N/A;Nunca;Normalmente;Normalmente;Raramente;Sempre;Sim;
7111;Analfabeto / Fundamental I incompleto;Normalmente;Raramente;Sempre;;;;;Raramente;Nunca;Nunca;Nunca;Raramente;Raramente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Não;Sim
7112;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;Normalmente;Normalmente;Raramente;Nunca;Nunca;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Normalmente;Sim;
7113;Fundamental I completo / Fundamental II incompleto;Sempre;Sempre;Sempre;Normalmente;Normalmente;;;Nunca;Nunca;Nunca;Nunca;Nunca;N/A;Sempre;Normalmente;Sempre;Normalmente;Raramente;Normalmente;Sempre;Sim;
7114;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;;;Sempre;Sempre;Nunca;Sempre;Sempre;N/A;N/A;N/A;Nunca;Sempre;Sempre;Sempre;Sempre;Sim;
7115;Analfabeto / Fundamental I incompleto;Sempre;Sempre;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
7116;Superior completo;Sempre;Normalmente;Sempre;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Sim;
7117;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Raramente;Raramente;Normalmente;Normalmente;Sempre;Normalmente;Sempre;Não;Sim
7118;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;Sempre;Sempre;Sim;
7119;Médio completo/Superior incompleto;Sempre;Sempre;Nunca;;;;;Sempre;Sempre;Sempre;Nunca;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Normalmente;Sempre;Sempre;Sempre;Não;Sim
7120;Fundamental completo/Médio incompleto;Sempre;Normalmente;Sempre;Sempre;Sempre;;;Normalmente;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Normalmente;Raramente;Normalmente;Normalmente;Normalmente;Não;Sim
7121;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;Sempre;Normalmente;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Sempre;Normalmente;Normalmente;Sempre;Normalmente;Normalmente;Normalmente;Sempre;Não;Sim
7122;Fundamental I completo / Fundamental II incompleto;Sempre;Normalmente;Sempre;;;;;Sempre;Sempre;Normalmente;Sempre;Sempre;Normalmente;N/A;N/A;N/A;Normalmente;Sempre;Sempre;Sempre;Sim;
7123;Superior completo;Sempre;Normalmente;Sempre;;;;;Raramente;Normalmente;Sempre;Normalmente;Sempre;Sempre;Normalmente;Normalmente;Normalmente;Raramente;Normalmente;Sempre;Sempre;Não;Sim
7124;Médio completo/Superior incompleto;Sempre;Normalmente;Normalmente;;;;;Normalmente;Sempre;Sempre;Sempre;Sempre;Sempre;Sempre;Normalmente;Sempre;Normalmente;Normalmente;Sempre;Sempre;Sim;
7125;Médio completo/Superior incompleto;Sempre;Sempre;Sempre;;;;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Normalmente;Normalmente;Sempre;Sempre;Sim;
