id_dmcl;qt_banr;qt_atmv;qt_moto;tipo_fonte_agua;tipo_pvmt_rua;nu_mrdr;tipo_dmcl;cor_pdmn_prde_extn;ornt_mria_jnla;jnla_vras_prde;ar_dmcl_m2;mtrl_pdmn_prde_extn;mtrl_pdmn_tlhd;orig_ee_dmcl;fonte_prop_gerc_ee;tipo_atvd_dmcl
2662;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sudoeste;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2663;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2664;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Médio;Não foi possível obter a informação;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2665;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Médio;Oeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2666;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Médio;Leste;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2667;1;1;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Norte;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2668;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Noroeste;Não;;Alvenaria com revestimento externo;Madeira;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2669;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2670;1;1;0;Poco ou nascente;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2671;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;8;Casa;Médio;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2672;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2673;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2674;2;0;1;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2675;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Escuro;Sul;Sim;120.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2676;3;0;1;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2677;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2678;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Noroeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2679;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2680;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Noroeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2681;3;0;0;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Não;68.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2682;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Leste;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2683;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Oeste;Não;42.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2684;3;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2685;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2686;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Oeste;Não;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2687;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;1;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2688;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Sul;Sim;;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2689;4;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;81.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2690;3;1;1;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2691;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2692;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Nordeste;Sim;;Alvenaria sem revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2693;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2694;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2695;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;14.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2696;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;10;Casa;Claro;Sul;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2697;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Não;36.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2698;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2699;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;9;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2700;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Não;56.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2701;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Oeste;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2702;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Sul;Sim;34.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2703;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Escuro;Norte;Sim;80.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2704;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;1;Casa;Claro;Sul;Sim;42.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2705;1;1;1;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2706;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Não;42.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2707;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2708;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Não;108.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2709;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2710;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Não;48.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2711;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Não;100.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2712;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Não;40.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2713;2;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Sul;Não;110.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2714;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sudeste;Não;60.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2715;1;0;1;Poco ou nascente;Asfaltada ou Pavimentada;6;Casa;Claro;Sudeste;Sim;88.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2716;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;70.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2717;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Sim;;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2718;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Sim;160.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2719;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;2;Casa;Claro;Sudeste;Não;35.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2720;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2721;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Oeste;Não;56.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2722;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2723;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2724;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2725;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Norte;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2726;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2727;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Sudoeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2728;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2729;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2730;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2731;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2732;1;1;1;Rede geral de distribuicao;Terra ou Cascalho;6;Casa;Médio;Não foi possível obter a informação;;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2733;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Nordeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2734;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Não foi possível obter a informação;;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2735;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2736;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Sim;31.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2737;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2738;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2739;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2740;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Leste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2741;1;2;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Não;100.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2742;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;1;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2743;2;1;1;Rede geral de distribuicao;Terra ou Cascalho;6;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2744;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Não foi possível obter a informação;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2745;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Escuro;Leste;Sim;30.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2746;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sul;Não;24.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2747;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Médio;Sul;Não;56.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2748;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Nordeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2749;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2750;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Nordeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2751;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Sudeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2752;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2753;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2754;3;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sudeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2755;3;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sudeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2756;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Não;50.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2757;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Sim;36.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2758;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Norte;Não;50.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2759;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Nordeste;Não;36.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2760;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Nordeste;Não;55.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2761;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2762;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Sul;Sim;48.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2763;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;2;Casa;Escuro;Sul;Não;36.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2764;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sudeste;Não;86.0;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2765;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Não;;Madeira;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2766;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Não;90.0;Alvenaria sem revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2767;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Sul;Não;96.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2768;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Não;80.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2769;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Norte;Não;55.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2770;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Não;54.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2771;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Leste;Não;50.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2772;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Norte;Não;50.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2773;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Oeste;Não;32.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2774;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;24.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2775;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sudeste;Sim;64.0;Madeira;Madeira;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2776;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;4;Casa;Claro;Sudeste;Não;45.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2777;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Não;45.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2778;1;0;1;Poco ou nascente;Asfaltada ou Pavimentada;5;Casa;Médio;Sudeste;Não;70.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2779;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Noroeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2780;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Claro;Leste;Não;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
2781;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Médio;Leste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
