id_dmcl;qt_banr;qt_atmv;qt_moto;tipo_fonte_agua;tipo_pvmt_rua;nu_mrdr;tipo_dmcl;cor_pdmn_prde_extn;ornt_mria_jnla;jnla_vras_prde;ar_dmcl_m2;mtrl_pdmn_prde_extn;mtrl_pdmn_tlhd;orig_ee_dmcl;fonte_prop_gerc_ee;tipo_atvd_dmcl
8048;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Apartamento;Claro;Norte;Não;90.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8049;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Leste;Sim;25.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8050;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Oeste;Sim;20.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8051;2;0;0;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Escuro;Norte;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8052;1;2;1;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Médio;Norte;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8053;2;0;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Norte;Não;50.0;Alvenaria sem revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8054;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8055;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Não foi possível obter a informação;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8056;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8057;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8058;2;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8059;1;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria com revestimento externo;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8060;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Não foi possível obter a informação;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8061;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8062;5;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Apartamento;Médio;Nordeste;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8063;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Claro;Leste;Não;87.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8064;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Claro;Leste;Não;89.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8065;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;2;Quarto ou Cômodo;Claro;Oeste;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8066;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Noroeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8067;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sudeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8068;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Sudeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8069;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Sudeste;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8070;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;189.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8071;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Norte;Sim;68.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8072;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8073;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Não;28.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8074;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8075;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Leste;Sim;;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8076;1;0;0;Poco ou nascente;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8077;2;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8078;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8079;2;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8080;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Sim;63.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8081;3;3;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Sim;160.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8082;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Leste;Sim;;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8083;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8084;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8085;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8086;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8087;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Norte;Sim;42.0;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8088;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8089;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;2;Casa;Claro;Norte;Sim;65.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8090;1;0;1;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Leste;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8091;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Leste;Sim;80.0;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8092;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Leste;Sim;;Madeira;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8093;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Norte;Sim;;Alvenaria com revestimento externo;Zinco ou outra chapa metálica;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8094;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sul;Sim;105.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8095;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Sim;85.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Tem outra(s) atividade(s)
8096;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8097;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8098;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8099;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8100;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8101;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;155.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8102;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Sudoeste;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8103;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8104;3;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8105;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8106;1;0;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8107;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sudeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8108;4;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;8;Casa;Médio;Noroeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8109;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sudeste;Sim;170.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8110;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Médio;Leste;Sim;42.0;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8111;2;1;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8112;2;0;0;Poco ou nascente;Asfaltada ou Pavimentada;2;Casa;Claro;Oeste;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8113;2;3;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Norte;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8114;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Oeste;Sim;45.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8115;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Leste;Sim;110.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8116;1;1;0;Rede geral de distribuicao;Terra ou Cascalho;3;Casa;Claro;Leste;Sim;62.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8117;1;1;0;Poco ou nascente;Terra ou Cascalho;3;Casa;Claro;Oeste;Sim;56.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8118;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Apartamento;Escuro;Sul;Não;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8119;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Sul;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8120;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Escuro;Sul;Não;;Alvenaria sem revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8121;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Norte;Não;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8122;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Norte;Não;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8123;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Norte;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8124;2;0;1;Rede geral de distribuicao;Terra ou Cascalho;4;Casa;Escuro;Sul;Sim;;Alvenaria com revestimento externo;Telha de amianto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8125;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Não;;Madeira;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8126;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8127;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Escuro;Norte;Não;;Alvenaria sem revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8128;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Nordeste;Sim;;Alvenaria sem revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8129;1;0;0;Rede geral de distribuicao;Terra ou Cascalho;5;Casa;Médio;Norte;Sim;60.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8130;1;0;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Escuro;Oeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8131;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Oeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8132;1;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Médio;Norte;Sim;50.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8133;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Norte;Sim;35.0;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8134;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Médio;Norte;Sim;190.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8135;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Sul;Sim;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8136;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Claro;Leste;Sim;85.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8137;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Claro;Leste;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8138;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Apartamento;Claro;Leste;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8139;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Claro;Nordeste;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8140;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Médio;Sul;Sim;160.0;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8141;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sudeste;Sim;;Não sabe/não responde;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8142;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Sudeste;Sim;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8143;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Leste;Sim;;Não sabe/não responde;Não sabe/não responde;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8144;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Leste;Sim;;Estrutural ou de concreto maciço;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8145;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sul;Sim;160.0;Não sabe/não responde;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8146;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Nordeste;Sim;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8147;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Noroeste;Sim;;Não sabe/não responde;Não sabe/não responde;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8148;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Nordeste;Sim;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8149;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Casa;Claro;Sudeste;Sim;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8150;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Sul;Não;;Estrutural ou de concreto maciço;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8151;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Claro;Norte;Sim;;Estrutural ou de concreto maciço;Outro material;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8152;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Claro;Sul;Não;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8153;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Casa;Claro;Leste;Sim;;Não sabe/não responde;Não sabe/não responde;Não sabe/não responde;;Não sabe/não responde
8154;2;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;7;Casa;Claro;Nordeste;Sim;;Estrutural ou de concreto maciço;Não sabe/não responde;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8155;2;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;5;Casa;Médio;Sul;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8156;2;1;1;Outro meio;Asfaltada ou Pavimentada;2;Casa;Claro;Nordeste;Não;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8157;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Claro;Leste;Sim;110.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8158;1;1;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Claro;Leste;Sim;113.0;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8159;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Casa;Médio;Leste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8160;1;2;1;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Claro;Leste;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8161;1;2;0;Poco ou nascente;Asfaltada ou Pavimentada;4;Casa;Claro;Não foi possível obter a informação;;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8162;1;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;4;Casa;Claro;Sudoeste;Sim;;Alvenaria com revestimento externo;Telha de barro;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8163;2;1;2;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Apartamento;Claro;Norte;Não;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8164;2;1;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;2;Apartamento;Claro;Sudoeste;Sim;;Alvenaria com revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8165;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;1;Apartamento;Médio;Leste;Não;;Alvenaria sem revestimento externo;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8166;2;2;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;3;Apartamento;Claro;Sul;Não;;Não sabe/não responde;;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
8167;1;0;0;Rede geral de distribuicao;Asfaltada ou Pavimentada;6;Casa;Claro;Sudoeste;Sim;;Alvenaria com revestimento externo;Laje de concreto;Rede geral de distribuição (Concessionária de Energia Elétrica);;Exclusivamente residencial
